articolo;localizzazione;tempo;grave;moto;utenti_deboli
Auto si schianta contro un albero nella notte, tre feriti: uno grave. Grave incidente stradale nella notte tra giovedì 16 e venerdì 17 luglio in viale Mentana a Parma. Era da poco passata l'una e mezza quando, per cause in corso di accertamento, il conducente di un'auto ha perso il controllo del veicolo, che ha finito la sua corsa schiantandosi contro un albero. L'impatto è stato molto violento ed il rumore è stato sentito anche da alcuni residenti della zona. Sul posto sono arrivate le ambulanze a sirene spiegate e le automediche.Tre persone sono rimaste ferite: una di loro si trova im gravi condizioni di salute al Pronto Soccorso dell'Ospedale Maggiore di Parma.;0;0;0;0;0
Scontro auto-moto all'alba in via Traversetolo: motociclista grave al Maggiore. Grave incidente stradale nelle prime ore della mattinata di oggi, mercoledì 15 luglio, in via Traversetolo a Parma. Secondo le prime informazioni un'auto ed una moto si sono scontrate, per cause in corso di accertamento. Lo schianto è avvenuto in corrispondenza di via Zanardi. Erano da poco passate le ore 6 di mattina infatti quando i due mezzi si sono scontrati. Sul posto sono arrivate le ambulanze del 118 che hanno prestato soccorso al motociclista, trasferito poi al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono gravi ma fortunatamente non si trova in pericolo di vita.;0;0;0;0;0
Investe un motociclista e non si ferma a soccorrerlo: patente ritirata e denuncia per un 45enne di Fidenza. Un 45enne di Fidenza, le cui iniziali sono S.H., ha travolto una moto in centro a Piacenza e invece di fermarsi e prestare soccorso è scappato. Lincidente stradale era avvenuto nei giorni scorsi. In seguito allo schianto il conducente della moto era caduto a terra riportando lievi lesioni, mentre lauto, pur danneggiata, è scappata a forte velocità. Grazie a un testimone che aveva rilevato parzialmente la targa della vettura e alle telecamere di videosorveglianza dislocate in zona, gli agenti della Polizia Locale di Piacenza sono riusciti a individuare rapidamente il proprietario nonché conducente del veicolo, identificato nel cittadino residente nella nostra provincia. I carabinieri di Fidenza, subito allertati, sono andati a casa sua e hanno trovato l'auto corrispondente alla targa segnalata, con danni compatibili con lincidente avvenuto poche ore prima a Piacenza. Il conducente è stato quindi denunciato per il reato di fuga a seguito di incidente stradale e omissione di soccorso, e sanzionato per mancata precedenza alla rotatoria. La patente gli è stata ritirata. Luomo rischia una condanna penale fino a tre anni di reclusione e la sospensione della patente da 1 a 3 anni.;0;0;0;0;0
Schianto nella notte tra un'auto e un camion a Marzolara: un ferito. Schianto nella notte tra venerdì 10 e sabato 11 luglio a Marzolara, frazione del comune di Calestano. Secondo le prime informazioni un'auto e un camion si sarebbero scontrati dopo le ore 3.30: la dinamica dell'impatto è ancora in corso di ricostruzione. L'allarme è scattato da subibto e sul posto sono arrivati i soccorritori del 118, che hanno prestato le prime cure all'automobilista ferito, per poi trasportarlo al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono di media gravità.;0;0;0;0;0
Si ribalta con l'auto all'alba in tangenziale: ferito in ospedale. Un grave incidente stradale si è verificato alle prime luci dell'alba di sabato 11 luglio in tangenziale Sud. Per cause in corso di accertamento, infatti, il conducente di un'auto ha perso il controllo del veicolo, che si è ribaltato in corrispondenza dell'uscita di via Langhirano. Sul posto sono arrivati, in pochi minuti, i soccorritori della Croce Rossa di Parma e i Vigili del Fuoco. Il conducente del mezzo è stato soccorso dai sanitari e trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma. Non è in pericolo di vita ma secondo le prime informazioni avrebbe riportato ferite di media gravità.;0;0;0;0;0
Paura a Gotra di Albareto, scontro auto-moto: motociclista grave. Paura a Gotra di Albareto nella serata di venerdì 10 luglio per un grave incidente stradale. Erano da poco passate le ore 20 quando, per cause in corso di accertamento, un'auto e una moto si sono scontrate nei pressi della diga al confine con Ceretelo: l'impatto è stato violento e il motociclista è rimasto gravemente ferito. Sul posto sono arrivati, in pochi minuti, i soccorritori del 118: due ambulanze e l'automedica di Borgotaro, oltre dall'elicottero in arrivo da Bologna. Sul posto anche i Vigili del Fuoco di Borgotaro e una pattuglia dei carabinieri per i rilievi. La circolazione stradale nel tratto interessato all'incidente è stata interrotta e poi ripristinata. Il motociclista è stato trasportato all'Ospedale Maggiore di Parma con l'elisoccorso: le sue condizioni di salute sono gravi.;0;0;0;0;0
Auto esce di strada a Polesine Zibello, due feriti incastrati nell'abitacolo: gravi al Maggiore. Un gravissimo incidente stradale si è verificato nella tarda mattinata di oggi, mercoledì 24 giugno. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del mezzo mentre si trovava nel territorio del comune di Polesine Zibello: il veicolo è uscito di strada. In conseguenza del tragico impatto due persone, ferite gravemente, sono rimaste incastrate all'interno dell'abitacolo. Sul posto, oltre all'elisoccorso, all'ambulanza e all'automedica del 118, sono arrivati anche i Vigili del Fuoco, che hanno lavorato per far uscire i due dall'auto. I feriti sono stati trasportati a sirene spiegate al Pronto Soccorso dell'Ospedale Maggiore, dove si trovano ricoverati nell'area rossi. Le loro condizioni di salute sono considerate gravi. Aggiornamenti a breve;0;0;0;0;0
Pedone investito davanti all'Esselunga di via Emilia Est: grave al Maggiore. Grave incidente stradale nel primo pomeriggio di oggi, mercoledì 24 giugno in via Emilia Est a Parma. Erano da poco passate le 13.30 quando, per cause di accertamento, un pedone è stato investito da un'auto che stava sopraggiungendo proprio di fronte al supermercato Esselunga. I soccorsi sono scattati da subito e sul posto sono arrivate le ambulanze del 118 di Parma. Il pedone è stato medicato sul posto e poi trasferito al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono gravi ma non si trova in pericolo di vita. Aggiornamenti a breve;0;0;0;0;0
Schianto frontale tra due auto a Castione Marchesi: due feriti gravi al Maggiore. Un grave incidente stradale si è verificato nel tardo pomeriggio di lunedì 22 giugno a Castione Marchesi, frazione del comune di Fidenza. Per cause in corso di accertamento due auto si sono scontrate frontalemente mentre percorrevano la strada provinciale dei Due Ponti. Sul posto sono arrivati i soccorritori del 118: l'ambulanza della Pubblica Assistenza di Busseto e l'automedica del 118 di Fidenza, oltre all'elisoccorso, che è partito in volo dalll'Ospedale Maggiore di Parma. Secondo le prime informazioni due persone sarebbero rimaste ferite in modo grave: una è stata trasportata in ospedale dall'elisoccorso mentre la seconda dall'ambulanza. Le loro condizioni di salute sono gravi ma non sarebbero in pericolo di vita. Aggiornamenti a breve;0;0;0;0;0
Giovane investito da un'auto mentre cammina sul ponte di Fornovo: grave al Maggiore. E' stata centrato in pieno da un'auto in corsa e poi sbalzato sull'asfalto il giovane pedone che nella mattinata di sabato 20 giugno è rimasto gravemente ferito ed è stato poi trasportato a sirene spiegate dall'ambulanza al Pronto Soccorso dell'Ospedale Maggiore di Parma. Il grave incidente stradale si è verificato poco dopo le ore 10.30: secondo le prime informazioni il ragazzo stava percorrendo a piedi il ponte di via Solferino per raggiugere il centro di Fornovo, insieme ad un'amica. Ad un certo punto sarebbe sceso in strada proprio mentre transitava un'auto, che l'avrebbe colpito in pieno, facendolo cadere sull'asfalto. Le sue condizioni di salute sono giudicate gravi.;0;0;0;0;0
Paura in via Solferino, si schianta con l'auto contro un albero: grave al Maggiore. Un grave incidente stradale si è verificato nella tarda serata di venerdì 19 giugno, verso le ore 23 tra via Solferino e via Bizzozzero a Parma. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del mezzo e si è schiantato contro un albero. In conseguenza dello scontro la persona a bordo dell'auto è rimasta ferita in modo grave. Sul posto sono arrivati i soccorritori del 118 che hanno trasportato il conducente al Pronto Soccorso dell'Ospedale Maggiore di Parma.;0;0;0;0;0
Paura a Ravadese, scontro tra due camion: due feriti, uno gravissimo. Un grave incidente stradale si è verificato nelle prime ore della mattinata di mercoledì 17 giugno in località Ravadese a Parma. Per cause in corso di accertamento due camion, un mezzo della nettezza urbana ed un tir, si sono scontrati tra via Castelletti e strada Certosino: erano da poco passate le ore 7.30 quando i due mezzi sono venuti a contatto. Sul posto sono arrivate in pochi minuti le ambulanze e l'automedica della Croce Rossa: secondo le prime informazioni le persone ferite sarebbero entrambe gravi. Uno dei due conducenti è ricoverato in gravissime condizioni all'Ospedale Maggiore di Parma: l'altro in condizioni di media gravità. Sul posto anche gli agenti della Polizia Locale che hanno effettuato i rilievi previsti per legge.;0;0;0;0;0
Tir esce di strada in tangenziale a Pontetaro. Un tir è uscito di strada, per cause in corso di accertamento, mentre stava percorrendo la tangenziale Nord-Ovest di Parma, in corrisponenza di Pontetato e dello svincolo per Noceto. Il tratto della Tangenziale Ovest Nord di Parma è rimasto chiuso al traffico per alcune ore. La chiusura si è resa necessaria per consentire le operazioni di rimozione del mezzo. Il traffico è stato deviato sulla viabilità alternativa. Sul posto sono arrivate le squadre Anas e le Forze dell'Ordine per la gestione del traffico e per consentire la rimozione del mezzo.;0;0;0;0;0
Auto si ribalta nella notte in tangenziale Nord: tre feriti gravi al Maggiore. Un grave incidente stradale si è verificato nella notte tra venerdì 12 e sabato 13 giugno lungo la tangenziale Nord di Parma, all'altezza dell'uscita di via Budellungo. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del veicolo, che si è ribaltato. All'interno dell'auto, oltre al conducente, c'erano altre due persone. Tutti e tre sono rimasti feriti: le loro condizioni di salute sono gravi ma non sono in pericolo di vita. Sul posto sono arrivate, in pochi minuti, tre ambulanze, che hanno prestato le prime cure ai feriti e li hanno poi trasportati al Pronto Soccorso dell'Ospedale Maggiore di Parma. Dalle prime informazioni sembra che l'incidente non abbia coinvolto altri veicoli. Aggiornamenti a breve;0;0;0;0;0
Esce di strada in via Emilio Lepido: motociclista 60enne gravissimo al Maggiore. Un grave incidente stradale si è verificato nella serata di lunedì 8 giugno nella zona di via Emilio Lepido a Parma, poco dopo le ore 21. La ricostruzione della dinamica dello scontro non è chiara: un motociclista è stato soccorso dai sanitari del 118 che lo hanno medicato sul posto e lo hanno poi trasportato d'urgenza all'Ospedale Maggiore. Il ferito, visto le condizioni di salute molto gravi, è stato trasferito nel reparto di Rianimazione. Si tratta di un 60enne, originario della provincia di Reggio Emilia. Le sue condizioni di salute sono serie: attualmente la sua situazione sanitaria è stabile. Non è chiaro se il motociclista abbia perso il controllo del mezzo o se abbia urtato qualche altro veicolo: sono in corso approfondimenti per cercare di ricostruire l'esatta dinamica dell'episodio. Aggiornamenti a breve;0;0;0;0;0
Paura a Valera: auto si ribalta davanti al cimitero. Paura nel tardo pomeriggio di lunedì 8 giugno davanti al cimitero di Valera. Per cause in corso di accertamento un'auto, con a bordo due persone, si è ribaltata. Sul posto sono arrivati in pochi attimi i soccorritori del 118 e la polizia Locale e i Vigili del Fuoco. Secondo le prime informazioni non sarebbero rimasti coinvolti altri veicoli. Gli operatori del 115 hanno lavorato per mettere in sicurezza l'area interessata all'incidente. Nonostante la spettacolarità dell'incidente le due persone a bordo, conducente e passeggero, sono rimaste incredibilmente illese.;0;0;0;0;0
Schianto in strada Martinella nella notte: motociclista gravissimo al Maggiore. Gravissimo incidente nella notte tra venerdì 5 e sabato 6 giugno in strada Martinella ad Alberi. Un motociclista è rimasto gravemente ferito in seguito ad uno schianto, avvenuto per cause in corso di accertamento, verso le 4 di notte. Secondo le prime informazioni non sarebbero rimasti coinvolti altri veicoli. L'allarme è scattato da subito e sul posto sono arrivati i soccorritori del 118 con l'ambulanza e l'automedica: il ferito è stato medicato sul posto e poi traportato d'urgenza all'Ospedale Maggiore. Le sue condizioni sono molto gravi: attualmente si trova ricoverato nel reparto di Rianimazione. Aggiornamenti a breve;0;0;0;0;0
Viale Europa, auto contro monopattino sulle strisce pedonali: 47enne grave al Maggiore. Un grave incidente stradale si è verificato nel pomeriggio di ieri, lunedì 1° giugno a Parma. Erano da poco passate le 15.30 quando, per cause in corso di accertamento, un'auto si è scontrata con un monopattino, all'altezza dell'attraversamento pedonale di viale Europa. Secondo le prime informazioni il monopattino, condotto da un 46 parmigiano, stava attraversando la strada quando sarebbe giunta l'auto: il conducente non sarebbe riuscito ad evitare l'impatto. L'uomo, un avvocato parmigiano, è caduto a terra ed è stato poi soccorso dai sanitari del 118, che lo hanno trasportato al Pronto Soccorso dell'Ospedale Maggiore. Le condizioni del ferito sono gravi: attualmente si trova nell'area rossi.;0;0;0;0;0
Tragedia a Pilastrello, auto esce di strada: muore il conducente 51enne. Tragico incidente stradale nella mattinata di oggi, lunedì 1° giugno a Pilastrello, lungo la strada Pedemontana Est. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del mezzo, che è uscito di strada. L'impatto è stato violentissimo e per la persona alla guida dell'auto non c'è stato nulla da fare. Sul posto le ambulanze del 118 e l'elisoccorso: i sanitari non hanno potuto far altro che constastare il decesso del conducente. Il conducente deceduto aveva 51 anni. Sul posto anche la polizia Locale per i rilievi previsti per legge. Secondo le prime informazioni il conducente avrebbe avuto un malore. Aggiornamenti a breve;0;0;0;0;0
Busseto, scontro auto-bici in via Pallavicino: ciclista grave al Maggiore. Un grave incidente stradale si è verificato poco dopo le 8.15 della mattinata di oggi, martedì 26 maggio, in via Alfonso Pallavicino a Busseto. Secondo le prime informazioni un'auto si è scontrata con una bicicletta, per cause in corso di accertamento. L'allarme è scattato da subito e sul posto è arrivata l'ambulanza della Pubblica Assistenza di Busseto che ha prestato soccorso al ciclista, caduto rovinosamente sull'asfalto dopo l'impatto con l'auto. Sul posto anche la polizia Municipale che ha effettuato i rilievi previsti per legge e che dovrà ricostruire la dinamica dell'incidente. La persona ferita è stata trasportata al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni sono gravi ma non è in pericolo di vita. Aggiornamenti a breve;0;0;0;0;0
Paura a Vignale di Traversetolo, scontro tra due auto: conducente incastrato. Grave incidente, nella mattinata di sabato 23 maggio in località Vignale di Traversetolo, lungo la strada Pedemontana. Per cause in corso di accertamento due auto si sono scontrate: uno dei due conducenti è rimasto incastrato all'interno del veicolo. Sul posto sono arrivati i soccorritori della Croce Azzurra di Traversetolo con l'ambulanza e l'automedica, oltre ai Vigili del Fuoco. Gli operatori del 115 hanno lavorato per estrarre il ferito dall'abitacolo: i sanitari hanno portato il conducente al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute non sarebbero gravi.;0;0;0;0;0
Neviano, paura per un frontale tra due auto: un ferito grave al Maggiore. E' di un ferito grave ma non in pericolo di vita il bilancio di un incidente che si è verificato nella mattinata di giovedì 21 maggio, verso le ore 7.50. Due auto, un'Audi e una Fiat Panda, che stavano procedendo in opposte direzioni di marcia, si sono scontrate frontalmente mentre si trovavano nei pressi dell'abitato di Laurano, una frazione del comune di Neviano degli Arduini. Sul posto sono arrivati, in pochi minuti, i soccorritori della Croce Azzurra di Traversetolo con l'ambulanza e l'automedica. Gli operatori hanno prestato le cure ad una persona, rimasta gravemente ferita durante il violento scontro. Sul posto anche i Vigili del Fuoco di Langhirano e la polizia Municipale. Il ferito è stato trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma: le sue condizioni sono gravi ma non si trova in pericolo di vita. Secondo le prime informazioni avrebbe riportato alcune ferite e varie contusioni. Aggiornamenti a breve;0;0;0;0;0
VIDEO - Auto di ribalta alla rotonda e finisce nel parcheggio dell'Ovs.;0;0;0;0;0
Paura in via Emilia Est: auto si ribalta alla rotonda e finisce nel parcheggio dell'Ovs. Paura nel pomeriggio di mercoledì 20 maggio. Erano da poco passate le ore 15 quando, per cause in corso di accertamento, un'auto che stava percorrendo via Emilio Lepido è finita contro la rotatoria ed ha poi invaso il parcheggio del negozio Ovs, che si trova proprio di fronte alla rotatoria. Sul posto, oltre alle ambulanze, anche gli agenti della polizia Locale di Parma che hanno effettuato i rilievi previsti per legge. Il conducente è stato soccorso dagli operatori del 118 e trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma. Aggiornamenti a breve;0;0;0;0;0
Maxi tamponamento tra 4 tir in A1, tre feriti: camionista 64enne grave al Maggiore. Maxi tamponamento nel pomeriggio di lunedì 18 maggio lungo l'autostrada A1 all'altezza di Fidenza. Erano da poco passate le 19.30 quando, per cause in corso di accertamento, quattro tir - tra cui un'autocisterna - si sono scontrati mentre procedevano nella stessa direzione di marcia. L'impatto è stato molto violento e sul posto sono arrivati i soccorritori del 118 con le ambulanze. Sul posto anche i Vigili del Fuoco di Fiorenzuola d'Arda che hanno lavorato per circa un'ora per liberare il ferito, rimasto incastrato tra le lamiere del camion. Un camionista di 64 anni, originario di Campegine, infatti è rimasto ferito in modo serio ed è stato trasportato d'urgenza al Pronto Soccorso dell'Ospedale Maggiore di Parma. Altri due camionisti sono rimasti feriti, fortunatamente in modo lieve.;0;0;0;0;0
Fidenza, tamponamento tra due tir in A1: camionista grave al Maggiore. Un grave incidente stradale si è verificato nel pomeriggio di lunedì 18 maggio, poco prima delle ore 17. Per cause in corso di accertamento due tir, che stavano percorrendo l'autostrada A1 all'altezza di Fidenza e in direzione Milano, sono stati coinvolti in un tamponamento. Sul posto sono arrivate due ambulanze del 118 e i Vigili del Fuoco di Fiorenzuola d'Arda che hanno lavorato per circa un'ora per liberare il camionista dal tir. Uno dei due camionisti, infatti, è rimasto ferito in modo serio ed è stato trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono giudicare gravi. Sul posto anche la polizia Stradale che ha effettuato i rilievi previsti per legge e ha regolato il traffico. Aggiornamenti a breve;0;0;0;0;0
Paura a Varsi, agricoltore colpito da un tronco mentre lavora: 73enne grave. Grave incidente sul lavoro nel pomeriggio di venerdì 8 maggio. Per cause in corso di accertamento un agricoltore di 73 anni è rimasto ferito mentre stava lavorando in località Ca' Miseria, all'interno del comune di Varsi. Sul posto sono arrivate le squadre del Soccorso Alpino, la Pubblica Assistenza di Varsi, i Vigili del Fuoco e l'elicottero. L'agricoltore è stato soccorso e poi trasportato al Pronto Soccorso dell'Ospedale Maggiore di Parma. L'uomo, residente a Varsi, stava mettendo in sicurezza il margine di una mulattiera da alcune piante pericolanti, non distante dalla località Ca' Miseria. Con ogni probabilità l'uomo è stato colpito dal tronco di un albero, che gli ha causato sospette fratture agli arti inferiori e altre contusioni. Caduto a terra non distante dal proprio trattore, l'uomo è riuscito a dare l'allarme telefonicamente. Arrivati sul posto i soccorritori hanno stabilizzato l'uomo, che è stato successivamente verricellato a bordo del velivolo e quindi trasportato all'ospedale Maggiore di Parma in condizioni di media gravità. Aggiornamenti a breve;0;0;0;0;0
Schianto tra auto e moto in via Mantova: motociclista 37enne grave al Maggiore. Grave incidente stradale nella mattinata di giovedì 7 maggio in via Mantova a Parma, in corrispondenza della località Vicopò. Erano da poco passate le 10.15 quando, per cause in corso di accertamento, una motocicletta e un'auto si sono scontrate. La moto si è schiantata contro la fiancata dell'auto, in corrispondenza dell'incrocio nei pressi della chiesa. Sul posto sono arrivati i soccorritori del 118: due ambulanze della Croce Rossa e l'automedica. Scontro tra auto e moto in via Mantova: motociclista grave Dopo le prime cure effettuate sul posto i sanitari hanno trasportato al Pronto Soccorso del Maggiore il motociclista, che è rimasto ferito in modo serio. Attualmente si trova ricoverato nell'area rossi. Il conducente dell'auto, invece, ha riportato fortunatamente solo ferite lievi. Sul posto anche i Vigili del Fuoco con due mezzi e la polizia Locale di Parma, che ha effettuato i rilievi previsti per legge ed ha gestito il traffico veicolare.;0;0;0;0;0
Paura a San Michele Tiorre, frontale tra due auto: ferito grave al Maggiore. Un grave incidente stradale si è verificato nella mattinata di giovedì 7 maggio a San Michele Tiorre, nel comune di Felino. Erano da poco passate le ore 7.30 quando, per cause in corso di accertamento, due auto si sono scontrate frontalmente mentre percorrevano via Dante Alighieri. L'impatto è stato particolarmente violento e sul posto sono arrivati i soccorritori del 118. In seguito allo scontro una persona è rimasta ferita ed è stata trasportata al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono gravi ma non si trova in pericolo di vita. Aggiornamenti a breve;0;0;0;0;0
Le proposte di Legambiente per la mobilità post Covid: coniugare welfare, sicurezza e minor inquinamento. La presenza del COVID19 ha determinato cambiamenti epocali che hanno coinvolto tutte le sfere delle attività umane, in primis la mobilità. Con esso saremo costretti a rapportarci per un periodo ragionevolmente ancora lungo e si rende pertanto necessario pianificare con urgenza la mobilità di domani. Legambiente propone allamministrazione regionale ed a quelle locali un documento in cinque punti incentrato sul ritorno allutilizzo del mezzo pubblico in sicurezza, con misure accessorie volte allimplementazione della mobilità dolce e delle strategie di riduzione degli spostamenti non necessari. Per risultare realmente efficaci, queste misure dovranno essere pianificate in ambiti di bacini quantomeno provinciali/metropolitani, non limitandosi ai Comuni capoluogo-. Contestualmente sarà fondamentale garantire in via prioritaria la sicurezza sanitaria degli utenti del trasporto pubblico. Di seguito la sintesi per punti delle proposte dellassociazione: TRASPORTO PUBBLICO LOCALE Misure Tariffarie: è fondamentale agire sulla leva tariffaria per favorire il ritorno al mezzo pubblico, attraverso lo strumento di un abbonamento a tariffa unica di bacino metropolitano per Bologna, e provinciale per gli altri capoluoghi. Un abbonamento che includa anche una quota di utilizzo dei servizi di sharing presenti sul territorio (bike sharing, car sharing, monopattini elettrici, motorini elettrici). Per ridurre laffollamento nelle ore di punta, è auspicabile creare abbonamenti a prezzo ridotto utilizzabili solo nelle fasce orarie meno affollate, per tutti quegli abbonati che non hanno la necessità di spostarsi in orari definiti. Bonus mobilità: A sostegno delle fasce più deboli della popolazione e di tutti i nuclei familiari che non dispongono di un mezzo privato, è auspicabile attivare da subito un bonus mobilità regionale a copertura dei costi dei servizi di mobilità. Il bonusfavorirebbe il ritorno sul mezzo pubblico dando sostegno economico ai cittadini ed allo stesso tempo alle aziende del TPL, che vedrebbero aumentare il numero di abbonati al servizio con un maggiore introito. Sicurezza sanitaria: è indifferibile un impegno economico e di coordinamento da parte della Regione per lacquisto di kit di protezione gratuiti destinati a tutti gli abbonati al TPL, garantendo una fornitura mensile gratuita di mascherine e guanti SERVIZI DI SHARING MOBILITY E prioritario incentivare lutilizzo della sharing mobility attraverso supporti economici alle aziende fornitrici, sia per i servizi già esistenti che implementando i servizi nei territori che al momento non ne prevedono. Per quanto riguarda i servizi di car sharing esistenti, sarà fondamentale allargare le aree di utilizzo anche fuori dai capoluoghi, per consentirne lutilizzo anche ai cittadini dei Comuni di cintura, favorendo labbandono del mezzo privato. Attenzione e supporto va dato anche ai servizi di car sharing tra privati, realtà emergenti nel nostro territorio, ed ai servizi di noleggio autovetture e taxi che potranno consentire di ridurre il tasso di motorizzazione privata se affiancati da un efficiente TPL. MOBILITÀ CICLABILE, PEDONALE E MICROMOBILITÀ La bicicletta è il mezzo che permette il migliore distanziamento, quindi sarà la chiave per evitare labuso delle automobili in ambito urbano. È urgente quindi realizzare nelle prossime settimane percorsi ciclabili temporanei (con semplici strisce di vernice e apposita simbologia stradale) lungo gli assi prioritari e le tratte più frequentate, togliendo spazio alla circolazione degli autoveicoli e garantendo invece lo spazio per trasformare successivamente questi percorsi temporanei in ciclabili stabili. Tale rete ciclabile andrà estesa a tutti i Comuni, non solo quelli del capoluogo. Per i centri storici e le aree urbane di tutti i Comuni, potranno essere anche messe in campo due misure a costo zero: la definizione di aree 30 diffuse su tutto il centro storico, per favorire lutilizzo della bicicletta a discapito dellautomobile, e lampliamento delle ZTL per favorire gli spostamenti a piedi garantendo allo stesso tempo il necessario distanziamento sociale. LAVORO AGILE E E-LEARNING Il lavoro agile e le-learning devono rappresentare uno strumento importante ai fini del contenimento degli spostamenti non necessari e quindi dellutilizzo del mezzo privato. La Regione deve svolgere il ruolo fondamentale di regia della sua implementazione mappando le attività e le aziende che possono svolgere il proprio lavoro in modalità da remoto, favorendone ladozione anche attraverso un sistema di incentivi e disincentivi. MOBILITY MANAGEMENT Diventa centrale, per favorire la mobilità alternativa allauto privata, rafforzare il ruolo dei mobility manager aziendali (anche sotto forma di mobility manager di distretto), di area e scolastici. I piani di mobilità (PSCL e PSCS) finalizzati alla riduzione delluso del mezzo di trasporto privato individuale e ad una migliore organizzazione degli orari per limitare la congestione del traffico andranno sostenuti con risorse pubbliche adeguate. Affianco a queste figure, già previste nella normativa nazionale, proponiamo linserimento della figura del Personal Mobility Manager: sul modello di quanto sperimentato a Bologna in occasione dellavvio della ZTL ambientale, riteniamo efficace lattivazione di questo servizio (attraverso i Comuni o le Aziende del TPL) dedicato a supportare il cittadino nella transizione verso la mobilità sostenibile con servizi personalizzati di analisi e pianificazione degli spostamenti.;0;0;0;0;0
Traversetolo, cade con la mountain bike in una strada sterrata: 30enne al Maggiore. E' caduto mentre stava percorrendo un tratto di strada a bordo della sua mountain bike in località La Costa di Traversetolo, nella zona di via XXIV Maggio. Un giovane di 30 anni è rimasto gravemente ferito nella serata di lunedì 4 maggio. Erano da poco passate le ore 20 quando, per cause in corso di accertamento, il giovane ha perso il controllo della bici ed è caduto. L'incidente è avvenuto lungo una strada sterrata. Sul posto è arrivata l'ambulanza della Croce Azzurra di Traversetolo con un infermiere a bordo. In un secondo momento è intervenuto poi il mezzo fuoristrada e l'automedica: il giovane infatti è stato sottoposto ad terapia antidolorifica poichè ha riportato alcuni traumi alla schiena e alla spalla. Il ferito è stato accompagnato al Pronto Soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono fortunatamente migliorate.;0;0;0;0;0
Paura a Mamiano, schianto frontale tra due auto: donna ferita al Maggiore. Un grave incidente stradale si è verificato nella mattinata di oggi, lunedì 4 maggio, a Mamiamo di Traversetolo, in corrispondenza dell'ingresso del paese. Per cause in corso di accertamento due auto si sono scontrate frontalmente. In conseguenza dell'incidente una delle persone a bordo è rimasta ferita. Sul posto sono arrivate un'ambulanza e un'automedica della Croce Azzurra di Traversetolo. Una donna è stata trasportata al Pronto Soccorso dell'Ospedale Maggiore: ha riportato ferite di media gravità. Sul posto anche la polizia Municipale della Pedemontana, che ha effettuato i rilievi previsti per legge, e i Vigili del Fuocp. Strada Argini è rimasta chiusa per consentire le operazioni di soccorso e di rimozione dei mezzi coinvolti. Aggiornamenti a breve;0;0;0;0;0
Si ribalta con l'auto in un canale pieno d'acqua: 31enne di Fidenza grave in ospedale. Un giovane 31enne di Fidenza è rimasto gravemente ferito in seguito ad un in incidente stradale che si è verificato nella serata di venerdì 6 marzo a Fiorenzuola. La sua auto, infatti, si è ribaltata in un canale pieno dacqua lungo la Provinciale per Cortemaggiore. L'episodio è avvenuto intorno alle 22 alla Barabasca: qui sono arrivati i mezzi del 118 - la Pubblica Assistenza di Cortemaggiore - e dei vigili del fuoco di Fiorenzuola per estrarre dallabitacolo il conducente e per prestargli le prime cure. Il giovane è stato trasportato allospedale di Vaio in condizioni serie, a causa dei traumi riportati: lauto prima di terminare la sua corsa su un fianco nel canale, si è ribaltata più volte su se stessa. La dinamica è al vaglio dei carabinieri della Stazione di Monticelli.;0;0;0;0;0
Schianto tra due Tir nella notte in A1: muore un camionista 55enne. Un 55enne originario del Sud Italia ha perso tragicamente la vita nella tarda serata di mercoledì 4 marzo in A1, tra Alseno e Fidenza. L'uomo, intorno alle 23, era alla guida del suo camion in direzione Milano quando, per cause ancora in fase di accertamento da parte degli agenti della Polstrada di Guardamiglio, avrebbe tamponato un mezzo pesante che lo precedeva. Uno schianto fatale: il conducente è rimasto intrappolato nella cabina dell'autoarticolato e per estrarlo è servito l'intervento dei vigili del fuoco di Fidenza. In seguito all'impatto, il rimorchio dell'altro Tir è andato parzialmente distrutto e il carico, pare costituito da rifiuti ferrosi, si è ribaltato sulla carreggiata. Il 55enne è stato soccorso dai sanitari del 118 sul posto con un'ambulanza arrivata da Fidenza e con l'elisoccorso decollato da Brescia e atterrato nei pressi della sede autostradale. Entrambi i mezzi sono dovuti ripartire vuoti alla volta dei rispettivi ospedali: troppo gravi le ferite riportate dal camionista che non gli hanno lasciato scampo. Il traffico è rimasto bloccato fino a tarda notte, con la chiusura dei caselli di Fidenza e Parma, per consentire in primis i soccorsi e poi il ripristino della carreggiata.;0;0;0;0;0
