articolo;localizzazione;tempo;grave;moto;utenti_deboli
Due ciclisti e un pedone sono stati investiti nel corso di un'ora nella mattinata di mercoledì 8 marzo tra Parma e Fidenza. I feriti sono stati trasportati al pronto soccorso ma non hanno riportato traumi gravi. Il primo incidente alle ore 7.30 in via Reggio a Parma: un'auto e una bicicletta sono venute a contatto. In conseguenza dello scontro il ciclista ha avuto la peggio. L'ambulanza del 118 lo ha trasportato al Maggiore con ferite di media gravità. In via Spezia a Parma un pedone è stato investito da un'auto verso le ore 8: ha riportato ferite ma fortunatamente non gravi. A Fidenza, poco dopo le 8.30, un ciclista è stato investito da un'auto nella zona del quartiere artigianale La Bionda. Sul posto i soccorritori del 118: il ferito, con traumi lievi, è stato trasportato all'Ospedale di Vaio di Fidenza per accertamenti. A Fraore un'auto è uscita di strada e si è ribaltata. Sul posto l'ambulanza del 118 che ha trasportato il conducente al pronto soccorso con ferite di media gravità.;0;0;0;0;0
Grave incidente stradale nella serata di martedì 7 marzo lungo la via Emilia Ovest a Parma. Per cause in corso di accertamento tre auto si sono scontrate mentre stavano percorrendo la strada. Secondo le prime informazioni si sarebbe trattato di un tamponamento a catena. In conseguenza dello scontro nove persone sono rimaste ferite, alcune delle quali in modo lieve. Tre persone sono state trasportate al pronto soccorso dell'Ospedale Maggiore di Parma in condizioni di media gravità. Nessuno dei feriti è fortunatamente in pericolo di vita. Altre sei persone sono state soccorse e medicate ma hanno riportato solo lievi traumi. Sul posto, oltre ai soccorritori del 118, anche gli agenti della polizia locale che hanno gestito il traffico in zona.;0;0;0;0;0
Il bilancio del terribile scontro di ieri pomeriggio sulla provinciale cremonese a Ragazzola è stato pesante. Nell'incidente ha perso la vita un anziano di 92 anni, Sergio Noti di Roccabianca. L'ex muratore stava facendo ritorno a casa, quando alle 16 ha incrociato sulla sua strada l'Audi. La sua auto è finita fuori strada e si è ribaltata dopo l'impatto con l'altra, guidata da un 59enne rimasto invece ferito gravemente e attualmente ricoverato.;0;0;0;0;0
È caduto e ha battuto la testa in casa, per lui è stato necessario lintervento immediato dei soccorsi. Attimi di apprensione per un bambino di sei anni. Nella mattinata di domenica 5 marzo è stato trasportato da Pontedellolio all'ospedale di Piacenza in ambulanza. Sul mezzo della Pubblica Assistenza Valnure, anche il medico del 118. A Pontedellolio era anche atterrato l'elicottero del 118 di Parma.;0;0;0;0;0
Terribile scontro nel pomeriggio sulla provinciale cremonese a Ragazzola. Due auto sono venute a contatto per cause ancora in corso d'accertamento. Una delle due è finita in un fossato e si è ribaltata, con il suo conducente che ha perso la vita dopo essere stato trasportato d'urgenza all'Ospedale. Si tratta di Sergio Noti, 93enne di Roccabianca. È grave anche luomo alla guida dellaltra auto, un 59enne. Oltre al 118, alla Polizia Locale e ai carabinieri, si è alzato in volo anche l'elisoccorso.;0;0;0;0;0
Tragedia oggi, 1 marzo, a Ponte Vettigano, tra Campagnola e Rio Saliceto, in provincia di Reggio Emilia. Un 67enne è morto dopo lo scontro frontale tra la sua auto e un camion. Si tratta di Fabrizio Ferrari, 67 anni, di Langhirano. L'incidente si è verificato intorno alle 11,30 e, secondo una pima ricostruzione dei fatti, la Peugeot 206 guidata da Ferrari, si è scontrata frontalmente col camion che proveniva dalla direzione opposta. Il 37enne alla guida del mezzo, residente in provincia di Mantova, ha riportato lievi ferite. Immediati i soccorsi: sul posto un'ambulanza del 118, l'automedica e l'elisoccorso da Parma. Il camion, nello scontro, è uscito dalla sede stradale ed è finito nel cortile di un casolare. Il langhiranese è deceduto a causa dell'impatto, che ha distrutto la parte anteriore della sua vettura. La strada è stata chiusa, sul posto i carabinieri e i vigili del fuoco.;0;0;0;0;0
Grave incidente stradale nella mattinata di oggi, mercoledì 1° marzo, a Fontanelle di Roccabianca, verso le ore 7.30. Per cause in corso di accertamento un'auto è finita nel canale. La conducente del veicolo, infatti, ha perso il controllo del mezzo probabilmente per un colpo di sonno: dopo aver sbandato l'auto ha concluso la sua corsa in un fosso. Sul posto i sanitari della Croce Rossa di San Secondo con ambulanza e automedica. Sul posto anche i vigili del fuoco che hanno estratto la donna dall'auto. Gli agenti della polizia locale della Bassa Val Taro hanno regolato il traffico. La donna è stata trasportata al pronto soccorso dell'Ospedale Maggiore di Parma in condizioni di media gravità. Secondo le prime informazioni il conducente avrebbe riportato traumi in varie parti del corpo. Le sue condizioni sarebbero gravi ma non si troverebbe in pericolo di vita.;0;0;0;0;0
Incidente in Strada Varana, in località Castell'Aicardi, San Secondo Parmense. Intorno alle 13, per cause ancora in corso d'accertamento, un camion si è ribaltato e il suo conducente è stato trasportato al Pronto Soccorso di Fidenza in condizioni gravi. La Polizia Locale è intervenuta sul posto per chiarire la dinamica. I primi soccorsi sono arrivati dagli uomini del 118.;0;0;0;0;0
Grave incidente a Baganzola di Parma nel primo pomeriggio. Intorno alle 15:10, per cause ancora in corso d'accertamento, un furgone e un'auto si sono scontrati in tangenziale. Un impatto violento che ha provocato l'uscita di strada del furgone, precipitato in un secondo momento in un viadotto a ridosso della strada. I soccorritori del 118 hanno ritrovato il mezzo nel cortile di un'azienda. L'autista, soccorso da un'ambulanza, ha riportato ferite di media gravità ed è stato trasportato al Pronto Soccorso di Parma. Nell'impatto sarebbe rimasto ferito anche il conducente dell'auto. Non si conoscono ancora le sue condizioni.;0;0;0;0;0
Nella mattinata di oggi, domenica 26 febbraio, si è verificato un incidente stradale che ha coinvolto anche un'ambulanza ma che non ha provocato, fortunatamente, feriti gravi. L'episodio si è verificato in viale Milazzo a Parma verso le ore 7. La dinamica è in corso di ricostruzione da parte della polizia locale. Il mezzo, impegnato in un servizio di trasporto, si è scontrato con un'auto che stava percorrendo la stessa via. Il bilancio è di un ferito lieve, che è stato comunque trasportato al pronto soccorso dell'Ospedale Maggiore per accertamenti. LE sue condizioni di salute non destano preoccupazione.;0;0;0;0;0
Grave incidente stradale all'alba di oggi, domenica 26 febbraio a San Polo di Torrile. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del veicolo, che è andato a sbattere contro il guardrail. In conseguenza dell'impatto l'auto è rimasta danneggiata ed il conducente ha riportato ferite di una certa gravità in varie parti del corpo. Sul posto, oltre agli operatori del 118, anche le forze dell'ordine per i rilievi previsti per legge. Secondo le prime informazioni l'incidente non avrebbe coinvolto altri veicoli. Le condizioni di salute del ferito sarebbero gravi ma non si troverebbe in pericolo di vita.;0;0;0;0;0
Si è schiantato contro un'auto che si trovava in sosta lungo via Fleming. Il conducente di un'auto è stato coinvolto in un incidente stradale nella tarda serata di giovedì 23 febbraio. Erano da poco passate le ore 22.30 quando, per cause in corso di accertamento, il conducente del veicolo ha perso il controllo del mezzo ed è finito contro un'auto parcheggiata. Sul posto sono arrivati i soccorritori del 118 che hanno prestato le prime cure all'uomo per poi trasportarlo al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni avrebbe riportato ferite gravi ma non sarebbe in pericolo di vita.;0;0;0;0;0
Grave incidente stradale alle ore 23 di giovedì 23 febbraio lungo l'autostrada A1. Per cause in corso di accertamento due auto e due tir si sono scontrati mentre stavano percorrendo la corsia in direzione Nord. Lo scontro è stato particolarmente violento ed è avvenuto all'altezza del chilometro 116 in direzione Milano, tra i caselli di Parma e di Terre di Canossa/Campegine. Secondo le prime informazioni due persone sarebbero rimaste ferite ed avrebbero riportato traumi di una certa gravità in varie parti del corpo. Sul posto le ambulanze del 118 e i vigili del fuoco e le pattuglie della polizia stradale. Il tratto autostradale è stato chiuso e poi riaperto alle 4.30 di stamattina. AUTOSTRADE - Poco prima delle ore 04.30 sullautostrada A1 Milano - Napoli, è stato riaperto il tratto compreso tra Terre di Canossa Campegine e Parma in direzione Milano, chiuso a seguito di un incidente avvenuto al km 116 che ha visto coinvolti due veicoli leggeri e due mezzi pesanti. Al momento, nel tratto interessato, il traffico è regolare. Sul luogo dell'evento sono intervenuti i Vigili del Fuoco, i soccorsi meccanici e sanitari, le pattuglie della Polizia Stradale ed il personale della Direzione 2° Tronco di Milano di Autostrade per l'Italia.;0;0;0;0;0
Grave incidente stradale nella mattinata di mercoledì 22 febbraio lungo l'autostrada A1 tra Parma e Fidenza, nei pressi del bivio per l'autostrada A15. Per causa in corso di accertamento il conducente di un'auto ha perso il controllo del veicolo, che si è ribaltato. Sul posto sono arrivati i soccorritori del 118 e la polizia stradale. Il conducente è stato trasportato al pronto soccorso dell'Ospedale Maggiore di Parma in condizioni di media gravità. Secondo le prime informazioni non sarebbero rimasti coinvolti altri veicoli. L'incidente è avvenuto lungo la corsia in direzione Milano.;0;0;0;0;0
Momenti di paura nella mattinata di mercoledì 22 febbraio a Fidenza per lo scontro, avvenuto verso le ore 6.20, tra un'auto e una bicicletta. Nelle prime ore della mattinata infatti i due mezzi sono venuti a contatti in via Caduti di Cefalonia. L'allarme è scattato da subito e sul posto l'ambulanza infermieristica di Fidenza, che ha trasportato il ferito al pronto soccorso dell'Ospedale di Vaio di Fidenza. Secondo le prime informazioni le condizioni del ferito sarebbero gravi ma non si troverebbe in pericolo di vita. Sul posto anche le forze dell'ordine, che hanno effettuato i rilievi previsti per legge e gestito il traffico in zona.;0;0;0;0;0
È morto il ciclista investito sabato mattina a Monticelli Terme da un'auto. La vittima è il ciclomotore 85enne Domenico Vernamonte. L'uomo, che si trovava a bordo della sua bicicletta quando, in corrispondenza di una rotonda, è stato centrato dal veicolo, è deceduto poco dopo il ricovero d'urgenza nel reparto di Rianimazione dell'Ospedale Maggiore di Parma.;0;0;0;0;0
Grave incidente stradale nel primo pomeriggio di domenica 19 febbraio lungo strada Argini, all'altezza di Basilicanova. Per cause in corso di accertamento due auto si sono scontrate: l'impatto è stato violento e i due mezzi sono stati danneggiati nella parte anteriore. L'allarme è scattato da subito e sul posto sono arrivati i soccorritori del 118, che hanno prestato le prime cure ad uno dei conducenti, per poi trasportarlo al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le sue condizioni di salute sarebbero gravi ma non si troverebbe in pericolo di vita. Sul posto anche la polizia locale per i rilievi previsti per legge.;0;0;0;0;0
Grave incidente stradale nella mattinata di sabato 18 febbraio a Monticelli Terme. Per cause in corso di accertamento un ciclista è stato investito da un'auto. Sul posto sono arrivati in pochi attimi i soccorritori del 118 che hanno prestato le prime cure al ferito, per poi trasportarlo all'Ospedale Maggiore. Secondo le prime informazioni le sue condizioni di salute sarebbero gravissime. È stato infatti subito ricoverato nel reparto di Rianimazione.;0;0;0;0;0
Paura nella serata di venerdì 17 febbraio a Borghetto di Noceto. Per cause in corso di accertamento un'auto, un'Alfa Romeo Stelvio, si è schiantata contro il cancello di un'abitazione mentre stava percorrendo strada Santa Margherita. Erano da poco passate le 22.30 quando il conducente ha perso il controllo del veicolo, che è andato a finire contro il cancello, colpendo anche un muretto e un palo. Lo schianto è stato molto violento. Sul posto sono arrivati i soccorritori dell'automedica di Fidenza e dalla Pubblica Assistenza di Noceto, che hanno prestato le prime cure ai due feriti, conducente e passeggero, per poi trasportarli al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le condizioni di salute dei due feriti sarebbero particolarmente gravi.;0;0;0;0;0
Paura lungo via Montanara, nella zona di Gaione, nella mattinata di giovedì 16 febbraio. Per cause in corso di accertamento tre auto si sono scontrate in corrispondenza dell'incrocio con via Ferioli. L'impatto tra i veicoli è stato particolarmente violento: due persone sono rimaste ferite. Sul posto i soccorritori del 118, oltre alla polizia locale che ha effettuato i rilievi previsti per legge. Secondo le prime informazioni i due feriti avrebbero riportato ferite gravi, una delle due in particolare si troverebbe in condizioni serie. I conducenti di due auto sono stati trasportati al pronto soccorso dell'Ospedale Maggiore di Parma. Sono in corso accertamenti medici per quanto riguarda le loro condizioni di salute.;0;0;0;0;0
Grave incidente nella mattinata di martedì 14 febbraio lungo via Europa, nella zona di Moletolo. Per cause in corso di accertamento una Renault Captur si è ribaltata ed è finita fuori strada. Erano da poco passate le ore 8.15 quando il conducente ha perso il controllo del mezzo, che si è poi capovolto. A bordo dell'auto c'era anche un passeggero. L'allarme è scattato da subito e sul posto sono arrivati i soccorritori del 118, oltre alla polizia stradale. Il conducente e il passeggero sono stati medicati sul posto dai sanitari del 118 e poi trasportati al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le loro condizioni di salute sarebbero gravi ma non si troverebbero, entrambi, in pericolo di vita. Dopo l'incidente si sono verificati alcuni rallentamenti lungo via Europa. Gli agenti della Stradale, oltre ad effettuare i rilievi per ricostruire la dinamica dell'incidente, hanno anche gestito il traffico in zona. Il sinistro non avrebbe coinvolto altri veicoli.;0;0;0;0;0
Grave incidente stradale nella mattinata di giovedì 9 febbraio in località Basilicagoiano, frazione del comune di Montechiarugolo. Secondo le prime informazioni verso le ore 7.40 un'auto, che stava percorrendo la strada provinciale, è finita fuori strada. Il conducente ha riportato gravi ferite in seguito all'impatto. Sul posto sono arrivati, in pochi minuti, i soccorritori del 118, oltre ad alcune pattuglie della polizia locale, che hanno effettuato i rilievi dell'incidente e gestito il traffico lungo la provinciale. Il conducente, trasportato a sirene spiegate dell'ambulanza al Maggiore, sarebbe in condizioni serie. L'incidente non avrebbe coinvolto altri veicoli.;0;0;0;0;0
Momenti di paura nella mattinata di giovedì 9 febbraio in via Fratelli Rosselli a Collecchio. Erano da poco passate le ore 8 quando, per cause in corso di accertamento, un pedone è stato investito da un'auto mentre stava attraversando la strada. L'allarme è scattato da subito e sul posto sono arrivati I soccorritori del 118, oltre alla polizia locale. Il pedone è stato trasportato d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le sue condizioni di salute sarebbero di media gravità.;0;0;0;0;0
Un incidente stradale, che si è verificato nel pomeriggio di mercoledì 8 febbraio lungo l'autostrada A1 ed ha coinvolto un'auto e un camion, sta provocando 10 chilometri di coda in direzione Bologna, a partire dal chilometro 115, tra i caselli di Parma e di Terre di Canossa/Campegine. Secondo le prime informazioni nell'incidente, che si è verificato tra Parma e il tratto reggiano, sarebbero rimaste coinvolte cinque persone, che sarebbero rimaste ferite. Sul posto i soccorritori del 118 e l'elisoccorso, partito in volo dall'Ospedale Maggiore di Parma, oltre alle squadre dei vigili del fuoco. In particolare una donna sarebbe stata trasportata in ospedale con l'elisoccorso e sarebbe in gravi condizioni di salute. Nell'auto in cui viaggiava anche due bambini, che hanno riportato ferite di media gravità. Autostrade per l'Italia comunica che l'entrata consigliata verso Bologna è Terre di Canossa - Campegine mentre l'uscita consigliata provenendo da Milano è Parma. Secondo le prime informazioni l'incidente non avrebbe provocato feriti gravi ma alcuni disagi alla circolazione lungo il tratto autostradale interessato. AUTOSTRADE - Sulla A1 Milano-Napoli tra Parma e Terre di Canossa verso Bologna, si segnalano 6 km di coda in diminuzione, a seguito di un incidente risolto avvenuto al km 122+500. A chi viaggia verso Bologna consigliamo di uscire a Parma e di rientrare a Terre di Canossa dopo aver percorso la viabilità ordinaria. Sul posto è presente il personale di Autostrade per l'Italia a monitorare la coda ed a velocizzare il deflusso dei veicoli.;0;0;0;0;0
Paura nelle prime ore della mattinata di venerdì 3 febbraio a San Secondo. Per cause in corso di accertamento un pedone, che si trovava in via Cesare Battisti, è stato investito da un'auto, che sopraggiungeva proprio in quel momento. L'impatto tra il veicolo e il pedone è stato violento e sul posto sono arrivati i soccorritori del 118, oltre alla polizia locale. Secondo le prime informazioni la persona ferita avrebbe riportato traumi di media gravità: dopo le prime cure sul posto sarebbe stato trasportato al pronto soccorso dell'Ospedale Maggiore di Parma.;0;0;0;0;0
Migliorano le condizioni di salute del bambino di 10 anni investito da un'auto nel pomeriggio del 31 dicembre a Barbiano di Felino. Sessanta giorni di prognosi per le fratture che ha riportato in varie parti del corpo. È questo il bollettino medico del bambino - che compirà dieci anni a fine mese - ricoverato da ieri pomeriggio al pronto soccorso dell'Ospedale Maggiore di Parma dopo lo scontro tra la sua bicicletta e un'auto. Il bambino non sarebbe comunque in pericolo di vita: dopo l'arrivo ieri pomeriggio nell'area rossi dell'Ospedale con un sospetto trauma cranico e una sospetta frattura del femore è stato visitato dai medici, che hanno effettuato alcuni accertamenti medici. Secondo le prime informazioni avrebbe riportato traumi in varie parti del corpo dopo l'impatto violento con l'asfalto.;0;0;0;0;0
Paura vicino a Barbiano, frazione di Felino: un bambino di dieci anni si trova ricoverato in gravi condizioni nell'area codici rossi dell'ospedale Maggiore di Parma dopo essere stato travolto da un'auto mentre si trovava in sella alla sua bicicletta. Ancora da stabilire la dinamica dell'incidente avvenuto oggi pomeriggio, 31 gennaio, intorno alle 17. Il bambino ha riportato un trauma cranico e la frattura del femore. Le sue condizioni sono apparse subito gravi, così è stato trasportato, dopo le prime cure avvenute sul posto, nell'area codici rossi dell'ospedale Maggiore di Parma. Sulla dinamica le indagini sono in corso: secondo le prime, sommarie infromazioni il bambino, mentre si trovava in sella alla sua bici, sarebbe stato travolto da un'auto.;0;0;0;0;0
Grave incidente stradale poco dopo le ore 7 di martedì 31 gennaio lungo viale Partigiani d'Italia a Parma. Per cause in corso di accertamento un'auto si è ribaltata. Il conducente è rimasto incastrato all'interno dell'abitacolo. L'allarme è scattato da subito e sul posto sono arrivati i soccorritori del 118, oltre ai vigili del fuoco che hanno lavorato per far uscire il ferito dall'auto capovolta. Secondo le prime informazioni il conducente avrebbe riportato ferite gravi. Sul posto anche la polizia locale che ha effettuato i rilievi previsti per legge ed ha gestito il traffico in zona. Secondo le prime informazioni l'incidente non avrebbe coinvolto altri veicoli.;0;0;0;0;0
Grave incidente stradale nel tardo pomeriggio di lunedì 30 gennaio lungo viale Mentana a Parma. Per cause in corso di accertamento un'auto e uno scooter sono venuti a contatto mentre stavano percorrendo la strada. Ad avere la peggio il conducente dello scooter che è caduto rovinosaamente sull'asfalto, provocandosi ferite in varie parti del corpo. Sul posto i soccorritori del 118 che hanno prestato le prime cure all'uomo di origine straniera per poi trasportarlo a sirene spiegate al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le sue condizioni di salute sarebbero gravi. Sul posto anche la polizia locale per i rilievi previsti per legge.;0;0;0;0;0
E' stata disposta una perizia psichiatrica nei confronti del 30enne Orjol Lame, conducente dell'auto che il 30 ottobre si è schiantata contro un'abitazione lungo la via Emilia, tra Parma e Reggio Emilia, provocando la morte di quattro persone, la moglie 22enne, il figlio di un anno e 4 mesi e il fratello e la sorella minori della moglie, di 11 e 9 anni. Il conducente era positivo alla droga e all'alcool al momento dell'incidente. Accogliendo la richiesta del Pubblico Ministero della Procura di Reggio Emilia titolare del relativo procedimento penale, il dott. Marco Marano, il Giudice per le Indagini Preliminari del Tribunale reggiano, dott. Andrea Rat, ha disposto di procedere con incidente probatorio per espletare una perizia psichiatrica sul responsabile di una delle più terribili stragi della strada mai successe, non solo in Emilia Romagna ma in tutta Italia, Orjol Lame. Comè noto, e come stato ricostruito dagli agenti della Polizia locale di Reggio Emilia, il trentenne di origini albanesi la sera di domenica 30 ottobre 2022 è uscito rovinosamente di strada con la Fiat Stylo di cui era alla guida mentre percorreva via Newton in direzione Parma, al civico 52, a villa Gaida di Reggio Emilia, invadendo la corsia opposta, sfondando la muretta di recinzione esterna di un casolare disabitato, schiantandosi contro la casa, abbattendo anche il muro dellabitazione, penetrando nei locali abitativi e distruggendo così due famiglie, la sua e quella della moglie. Nel tremendo schianto, infatti, hanno perso la vita tutti e quattro gli incolpevoli passeggeri che si trovavano a bordo, sua moglie Shane Hyseni, 22 anni, il loro figlioletto Mattias, di appena un anno e quattro mesi, e il fratello e la sorella minori di Shane, Resat, 11 anni, e Rejana, 9. Secondo le ricostruzioni degli inquirenti l'auto andava a velocità tenuta, per di più con tre minori innocenti a bordo, tra cui suo figlio: il conducente era positivo alla droga con livelli di cocaina alle stelle: Lame vantava vari precedenti specifici e anche condanne per spaccio di sostanze stupefacenti e sul suo capo pendeva un decreto di espulsione, non si sarebbe nemmeno dovuto trovare in Italia. Senza contare lo stato della vettura, non assicurata, non revisionata e neppure sua: lultimo proprietario è al centro di un indagine per traffico illecito di veicoli. Lame è anche lunico a essere sopravvissuto a questa tragedia, è stato trasportato e ricoverato in gravissime condizioni allospedale di Reggio Emilia, nel reparto di Rianimazione, ma a ormai tre mesi dal fatto il suo quadro clinico non sarebbe migliorato di molto, pur non correndo più immediato pericolo di vita. Dallultima informativa acquisita dai carabinieri, risalente a metà dicembre, risulterebbe ancora in stato di coma, con risposta incostante alle stimolazioni esterne, presenterebbe deficit motori, non sarebbe in grado di parlare e avrebbe riportato danni neurologici da valutare. Sin qui il Sostituto Procuratore, che ovviamente lo ha iscritto da subito nel registro degli indagati per omicidio stradale plurimo con svariate aggravanti, ha nominato un proprio consulente tecnico, ling. Stefano Redaelli, per ricostruire la dinamica, le cause e le responsabilità del sinistro, concedendogli il termine di 70 giorni per consegnare la sua perizia (dovrebbe essere pronta in questi giorni), e ha anche affidato al geom. Cristiano Iacovone lincarico di estrarre la copia forense del contenuto degli smarphone dellindagato per verificare se li stesse usando al momento dellincidente. Ora però, a fronte delle condizioni psicofisiche gravi di Lame, con richiesta datata 23 dicembre 2022 il magistrato inquirente ha ritenuto di dover procedere a un accertamento specifico, in via prioritaria sulla capacità del trentenne di partecipare coscientemente al processo, ivi compresa la fase delle indagini preliminari, ma anche sulla sua attuale pericolosità sociale e sul suo stato di mente al momento del fatto, se fosse cioè capace di intendere e volere quella maledetta sera. Istanza, come detto, accolta dal Gip, che ha disposto di procedere allespletamento di una perizia psichiatrica su Lame, incaricando a tal fine il medico legale dott. Moreno Lusetti: lincarico è stato conferito il 26 gennaio in tribunale a Reggio Emilia, il perito avrà 90 giorni per depositare le sue conclusioni. Una decisione che ha lasciato perprlessi Ardian Hyseni, 46 anni, e la moglie Anjeza, 42, i quali in un secondo hanno perso quasi tutto: tre dei quattro figli, Shane, Resat e Rejana, e il nipotino Mattias. I due coniugi albanesi lo scorso anno erano tornati in Italia - dove Ardian Hyseni da giovane aveva vissuto per tanti anni a Policoro, in provincia di Matera e vicino Bari - e avevano trovato casa a Casaltone di Parma per aiutare e stare vicini alla figlia maggiore, che con il compagno e il figlioletto piccolo aveva appena creato una sua famiglia: i tre abitavano nella frazione di Reggio Emilia di Cadè, e volevano stabilirsi definitivamente in Italia per avere un futuro migliore. Dopo la tragedia gli Hyseni sono rientrati, disperati e distrutti, nella loro città dorigine, Durazzo: è rimasto loro solo un figlio, Danilo, 18 anni, il loro orgoglio, studia in unaccademia di cucina per diventare chef a Lione, in Francia, dove la famiglia, prima, aveva risieduto a lungo. I due genitori (e nonni), per essere assistiti, attraverso lArea Manager Puglia Sabino De Benedictis, e la consulente legale per lEmilia Romagna dott.ssa Sara Donati, si sono affidati a Studio3A-Valore S.p.A., società specializzata a livello nazionale nella valutazione delle responsabilità civili e penali in ogni tipologia di sinistro e nella tutela dei diritti dei cittadini, con la collaborazione degli avvocati Nicola Termanini, del foro di Modena, e Fabio Ferrara, del Foro di Bari. E nel caso in cui il genero fosse sopravvissuto, si aspettavano e si aspettano logicamente una condanna esemplare per ciò che ha commesso. Certo, sono consapevoli che non si può perseguire una persona in stato di coma, ma confidano in una perizia scrupolosa e obiettiva che accerti veramente le condizioni e i margini di recupero dellindagato, e, laddove ve ne siano, sperano anche che non si voglia addurre una momentanea infermità mentale per giustificare quella condotta di guida scriteriata che ha strappato loro quasi tutti gli affetti;0;0;0;0;0
Code di 2 chilometri in aumento in direzione Bologna e traffico in tilt - anche lungo le tangenziale e nei pressi della rotonda di fianco al casello di Parma - in seguito ad un incidente stradale che si è verificato lungo l'autostrada A1, tra Parma e Terre di Canossa, nelle prime ore della mattinata di giovedì 26 gennaio. Lo scontro tra due auto non ha provocato feriti gravi ma la viabilità ne ha risentito: lungo il tratto interessato sono segnalati due chilometri di coda. Traffico in tilt anche nei pressi della rotonda di accesso al casello di Parma. La coda è in entrembe le direzioni in ingresso e in uscita. L'incidente è avvenuto al chilometro 111: sono in corso le operazioni di recupero dei mezzi coinvolti.;0;0;0;0;0
Grave incidente stradale nella mattinata di mercoledì 25 gennaio lungo via Baganzola a Parma, in corrispondenza della rotonda per le Fiere. Per cause in corso di accertamento tre veicoli - un'auto, un camion e un furgone - si sono scontrati. Secondo le prime informazioni ci sarebbero tre feriti, che avrebbero riportato traumi di media gravità. Due persone, rimaste incastrate, sono state fatte uscire dai vigili del fuoco. Sul posto, oltre alle ambulanze e le automediche del 118, oltre ai vigili del fuoco e la polizia locale, che ha effettuato i rilievi e gestito il traffico in zona.;0;0;0;0;0
Alle 15.30 di oggi, martedì 24 gennaio, si registrano disagi al traffico lungo la via Emilia. Un incidente infatti si è verificato tra Alseno e Fidenza, all'altezza di Rossetti Market. Nei pressi del distributore di benzina si sono scontrate tra di loro tre auto. Stando alle prime informazioni solo una persona sarebbe rimasta ferita in modo lieve e ha necessitato delle cure del 118 (Pubblica di Corte e automedica della Cri di Fidenza): a bordo dell'ambulanza è stata trasportata in ospedale a Fidenza. Gli altri occupanti delle auto, messe in sicurezza dai vigili del fuoco di Fiorenzuola, sarebbero usciti da soli dagli abitacoli e non avrebbero riportato conseguenze. Sul posto anche i carabinieri per gli accertamenti. Il traffico sta subendo rallentamenti sia in direzione Fidenza, sia in direzione Piacenza.;0;0;0;0;0
Pauroso frontale nella tarda mattinata di lunedì 23 gennaio a Fidenza tra un'auto e un tir che stavano percorrendo la strada provinciale per Soragna. Erano da poco passate le 12.30 quando, per cause in corso di accertamento, i due mezzi si sono scontrati violentemente, all'altezza della zona artiginale La cittadella del freddo. In conseguenza dello scontro il conducente dell'auto è rimasto seriamente ferito. Sul posto l'ambulanza infermieristica di Fidenza e l'automedica di Fidenza, oltre ai vigili del fuoco - che hanno messo in sicurezza l'auto e la zona dell'incidente - e i carabinieri, che hanno effettuato i rilievi e gestito il traffico zona. Secondo le prime informazioni il conducente, portato in ambulanza all'ospedale di Vaio di Fidenza, avrebbe riportato un forte trauma cranico. Le sue condizioni sono gravi ma non è in pericolo di vita.;0;0;0;0;0
Grave incidente stradale nella tarda mattinata di lunedì 23 gennaio a Tizzano, lungo la provinciale Val Parma. Erano da poco passate le 12.40 quando, per cause in corso di accertamento, un furgone è precipitato in una scarpata mentre stava percorrendo la strada provinciale all'altezza della località Capoponte in direzione Reno di Tizzano. Sul posto i soccorritori del 118 con le ambulanze e l'automedica, oltre ai vigili del fuoco. Il conducente, secondo le prime informazioni, avrebbe riportato gravi ferite. Sono in corso le operazioni di soccorso dell'uomo, che è stato immobilizzato per essere poi trasportato con l'ambulanza in ospedale.;0;0;0;0;0
Momenti di paura nella mattinata di lunedì 23 gennaio lungo via Resga, nel comune di Montechiarugolo. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del veicolo ed è finito nel canale al lato della strada. L'uomo è rimasto incastrato all'interno dell'abitacolo, nel canale pieno d'acqua. L'allarme è scattato da subito e in pochi minuti sono arrivati sul posto i vigili del fuoco, partiti dalla caserma di via Chiavari con una squadra. Gli operatori del 115 hanno lavorato per estrarre il conducente dall'auto. In pochi minuti sono riusciti a liberarlo e l'hanno poi affidato alle cure del personale sanitario del 118, arrivato nel frattempo sul posto. Secondo le prime informazioni le condizioni del conducente sarebbero buone: avrebbe infatti riportato fortunatamente solo ferite di lieve entità. Sul posto anche gli agenti della polizia locale, che hanno effettuato i rilievi previsti per legge e gestito il traffico in zona.;0;0;0;0;0
